"_span","_time",logons
3600,1528635600,44
3600,1528639200,41
3600,1528642800,40
3600,1528646400,38
3600,1528650000,35
3600,1528653600,38
3600,1528657200,34
3600,1528660800,31
3600,1528664400,34
3600,1528668000,34
3600,1528671600,36
3600,1528675200,40
3600,1528678800,41
3600,1528682400,42
3600,1528686000,42
3600,1528689600,42
3600,1528693200,42
3600,1528696800,76
3600,1528700400,54
3600,1528704000,45
3600,1528707600,62
3600,1528711200,55
3600,1528714800,36
3600,1528718400,73
3600,1528722000,9
3600,1528725600,42
3600,1528729200,46
3600,1528732800,50
3600,1528736400,54
3600,1528740000,54
3600,1528743600,57
3600,1528747200,64
3600,1528750800,64
3600,1528754400,65
3600,1528758000,70
3600,1528761600,69
3600,1528765200,72
3600,1528768800,76
3600,1528772400,78
3600,1528776000,79
3600,1528779600,79
3600,1528783200,78
3600,1528786800,80
3600,1528790400,80
3600,1528794000,80
3600,1528797600,79
3600,1528801200,79
3600,1528804800,76
3600,1528808400,70
3600,1528812000,70
3600,1528815600,65
3600,1528819200,59
3600,1528822800,50
3600,1528826400,53
3600,1528830000,50
3600,1528833600,49
3600,1528837200,58
3600,1528840800,55
3600,1528844400,59
3600,1528848000,57
3600,1528851600,58
3600,1528855200,59
3600,1528858800,61
3600,1528862400,62
3600,1528866000,63
3600,1528869600,63
3600,1528873200,60
3600,1528876800,60
3600,1528880400,61
3600,1528884000,63
3600,1528887600,61
3600,1528891200,64
3600,1528894800,66
3600,1528898400,69
3600,1528902000,68
3600,1528905600,70
3600,1528909200,68
3600,1528912800,64
3600,1528916400,66
3600,1528920000,67
3600,1528923600,70
3600,1528927200,70
3600,1528930800,72
3600,1528934400,74
3600,1528938000,75
3600,1528941600,77
3600,1528945200,77
3600,1528948800,80
3600,1528952400,81
3600,1528956000,81
3600,1528959600,81
3600,1528963200,80
3600,1528966800,79
3600,1528970400,79
3600,1528974000,76
3600,1528977600,73
3600,1528981200,72
3600,1528984800,72
3600,1528988400,72
3600,1528992000,78
3600,1528995600,68
3600,1528999200,70
3600,1529002800,76
3600,1529006400,74
3600,1529010000,70
3600,1529013600,72
3600,1529017200,74
3600,1529020800,77
3600,1529024400,83
3600,1529028000,86
3600,1529031600,89
3600,1529035200,90
3600,1529038800,90
3600,1529042400,87
3600,1529046000,87
3600,1529049600,85
3600,1529053200,83
3600,1529056800,84
3600,1529060400,80
3600,1529064000,76
3600,1529067600,69
3600,1529071200,73
3600,1529074800,68
3600,1529078400,68
3600,1529082000,74
3600,1529085600,77
3600,1529089200,73
3600,1529092800,77
3600,1529096400,75
3600,1529100000,71
3600,1529103600,66
3600,1529107200,71
3600,1529110800,72
3600,1529114400,73
3600,1529118000,76
3600,1529121600,77
3600,1529125200,79
3600,1529128800,77
3600,1529132400,76
3600,1529136000,76
3600,1529139600,72
3600,1529143200,72
3600,1529146800,68
3600,1529150400,66
3600,1529154000,58
3600,1529157600,50
3600,1529161200,46
3600,1529164800,47
3600,1529168400,40
3600,1529172000,39
3600,1529175600,37
3600,1529179200,39
3600,1529182800,30
3600,1529186400,29
3600,1529190000,30
3600,1529193600,31
3600,1529197200,30
3600,1529200800,31
3600,1529204400,34
3600,1529208000,34
3600,1529211600,34
3600,1529215200,34
3600,1529218800,31
3600,1529222400,34
3600,1529226000,34
3600,1529229600,36
3600,1529233200,35
3600,1529236800,37
3600,1529240400,38
3600,1529244000,34
3600,1529247600,35
3600,1529251200,33
3600,1529254800,36
3600,1529258400,40
3600,1529262000,42
3600,1529265600,39
3600,1529269200,40
3600,1529272800,43
3600,1529276400,41
3600,1529280000,45
3600,1529283600,45
3600,1529287200,46
3600,1529290800,47
3600,1529294400,51
3600,1529298000,50
3600,1529301600,50
3600,1529305200,51
3600,1529308800,51
3600,1529312400,51
3600,1529316000,51
3600,1529319600,52
3600,1529323200,48
3600,1529326800,52
3600,1529330400,50
3600,1529334000,48
3600,1529337600,49
3600,1529341200,54
3600,1529344800,58
3600,1529348400,65
3600,1529352000,70
3600,1529355600,67
3600,1529359200,71
3600,1529362800,68
3600,1529366400,80
3600,1529370000,81
3600,1529373600,86
3600,1529377200,88
3600,1529380800,88
3600,1529384400,89
3600,1529388000,89
3600,1529391600,86
3600,1529395200,86
3600,1529398800,87
3600,1529402400,85
3600,1529406000,81
3600,1529409600,80
3600,1529413200,77
3600,1529416800,75
3600,1529420400,72
3600,1529424000,63
3600,1529427600,62
3600,1529431200,67
3600,1529434800,69
3600,1529438400,79
3600,1529442000,76
3600,1529445600,80
3600,1529449200,79
3600,1529452800,83
3600,1529456400,86
3600,1529460000,85
3600,1529463600,83
3600,1529467200,86
3600,1529470800,84
3600,1529474400,85
3600,1529478000,85
3600,1529481600,88
3600,1529485200,89
3600,1529488800,89
3600,1529492400,86
3600,1529496000,80
3600,1529499600,81
3600,1529503200,77
3600,1529506800,72
3600,1529510400,67
3600,1529514000,65
3600,1529517600,66
3600,1529521200,66
3600,1529524800,67
3600,1529528400,71
3600,1529532000,72
3600,1529535600,75
3600,1529539200,80
3600,1529542800,84
3600,1529546400,87
3600,1529550000,88
3600,1529553600,89
3600,1529557200,89
3600,1529560800,86
3600,1529564400,84
3600,1529568000,82
3600,1529571600,85
3600,1529575200,82
3600,1529578800,81
3600,1529582400,81
3600,1529586000,79
3600,1529589600,72
3600,1529593200,66
3600,1529596800,66
3600,1529600400,62
3600,1529604000,60
3600,1529607600,60
3600,1529611200,58
3600,1529614800,62
3600,1529618400,56
3600,1529622000,60
3600,1529625600,59
3600,1529629200,65
3600,1529632800,67
3600,1529636400,68
3600,1529640000,70
3600,1529643600,73
3600,1529647200,98
3600,1529650800,94
3600,1529654400,70
3600,1529658000,98
3600,1529661600,98
3600,1529665200,105
3600,1529668800,35
3600,1529672400,70
3600,1529676000,40
3600,1529679600,62
3600,1529683200,64
3600,1529686800,61
3600,1529690400,58
3600,1529694000,62
3600,1529697600,61
3600,1529701200,62
3600,1529704800,61
3600,1529708400,65
3600,1529712000,68
3600,1529715600,71
3600,1529719200,74
3600,1529722800,78
3600,1529726400,76
3600,1529730000,79
3600,1529733600,79
3600,1529737200,76
3600,1529740800,78
3600,1529744400,73
3600,1529748000,69
3600,1529751600,65
3600,1529755200,62
3600,1529758800,58
3600,1529762400,61
3600,1529766000,57
3600,1529769600,55
3600,1529773200,54
3600,1529776800,59
3600,1529780400,53
3600,1529784000,48
3600,1529787600,50
3600,1529791200,48
3600,1529794800,46
3600,1529798400,46
3600,1529802000,49
3600,1529805600,50
3600,1529809200,49
3600,1529812800,52
3600,1529816400,52
3600,1529820000,55
3600,1529823600,58
3600,1529827200,58
3600,1529830800,58
3600,1529834400,55
3600,1529838000,54
3600,1529841600,53
3600,1529845200,53
3600,1529848800,51
3600,1529852400,42
3600,1529856000,43
3600,1529859600,42
3600,1529863200,40
3600,1529866800,40
3600,1529870400,39
3600,1529874000,39
3600,1529877600,40
3600,1529881200,43
3600,1529884800,47
3600,1529888400,44
3600,1529892000,44
3600,1529895600,45
3600,1529899200,43
3600,1529902800,43
3600,1529906400,40
3600,1529910000,43
3600,1529913600,43
3600,1529917200,43
3600,1529920800,44
3600,1529924400,41
3600,1529928000,45
3600,1529931600,43
3600,1529935200,41
3600,1529938800,43
3600,1529942400,48
3600,1529946000,52
3600,1529949600,54
3600,1529953200,59
3600,1529956800,59
3600,1529960400,54
3600,1529964000,58
3600,1529967600,62
3600,1529971200,67
3600,1529974800,70
3600,1529978400,73
3600,1529982000,74
3600,1529985600,75
3600,1529989200,75
3600,1529992800,74
3600,1529996400,71
3600,1530000000,74
3600,1530003600,72
3600,1530007200,72
3600,1530010800,74
3600,1530014400,73
3600,1530018000,67
3600,1530021600,65
3600,1530025200,62
3600,1530028800,55
3600,1530032400,57
3600,1530036000,63
3600,1530039600,67
3600,1530043200,63
3600,1530046800,62
3600,1530050400,70
3600,1530054000,76
3600,1530057600,80
3600,1530061200,82
3600,1530064800,85
3600,1530068400,88
3600,1530072000,91
3600,1530075600,92
3600,1530079200,91
3600,1530082800,91
3600,1530086400,91
3600,1530090000,87
3600,1530093600,86
3600,1530097200,84
3600,1530100800,86
3600,1530104400,87
3600,1530108000,83
3600,1530111600,82
3600,1530115200,82
3600,1530118800,86
3600,1530122400,83
3600,1530126000,75
3600,1530129600,63
3600,1530133200,65
3600,1530136800,72
3600,1530140400,71
3600,1530144000,68
3600,1530147600,68
3600,1530151200,68
3600,1530154800,65
3600,1530158400,70
3600,1530162000,70
3600,1530165600,73
3600,1530169200,74
3600,1530172800,71
3600,1530176400,67
3600,1530180000,66
3600,1530183600,61
3600,1530187200,62
3600,1530190800,57
3600,1530194400,55
3600,1530198000,54
3600,1530201600,62
3600,1530205200,70
3600,1530208800,73
3600,1530212400,67
3600,1530216000,70
3600,1530219600,74
3600,1530223200,84
3600,1530226800,83
3600,1530230400,86
3600,1530234000,85
3600,1530237600,86
3600,1530241200,86
3600,1530244800,86
3600,1530248400,89
3600,1530252000,92
3600,1530255600,92
3600,1530259200,92
3600,1530262800,86
3600,1530266400,82
3600,1530270000,80
3600,1530273600,81
3600,1530277200,70
3600,1530280800,66
3600,1530284400,58
3600,1530288000,56
3600,1530291600,58
3600,1530295200,58
3600,1530298800,56
3600,1530302400,60
3600,1530306000,66
3600,1530309600,68
3600,1530313200,73
3600,1530316800,80
3600,1530320400,83
3600,1530324000,84
3600,1530327600,81
3600,1530331200,81
3600,1530334800,84
3600,1530338400,88
3600,1530342000,90
3600,1530345600,90
3600,1530349200,88
3600,1530352800,90
3600,1530356400,89
3600,1530360000,87
3600,1530363600,86
3600,1530367200,78
3600,1530370800,72
3600,1530374400,66
3600,1530378000,64
3600,1530381600,58
3600,1530385200,51
3600,1530388800,49
3600,1530392400,41
3600,1530396000,37
3600,1530399600,39
3600,1530403200,43
3600,1530406800,43
3600,1530410400,44
3600,1530414000,41
3600,1530417600,38
3600,1530421200,35
3600,1530424800,35
3600,1530428400,32
3600,1530432000,32
3600,1530435600,32
3600,1530439200,31
3600,1530442800,32
3600,1530446400,35
3600,1530450000,33
3600,1530453600,33
3600,1530457200,35
3600,1530460800,39
3600,1530464400,34
3600,1530468000,36
3600,1530471600,36
3600,1530475200,36
3600,1530478800,36
3600,1530482400,37
3600,1530486000,37
3600,1530489600,43
3600,1530493200,43
3600,1530496800,47
3600,1530500400,48
3600,1530504000,51
3600,1530507600,51
3600,1530511200,55
3600,1530514800,55
3600,1530518400,55
3600,1530522000,55
3600,1530525600,50
3600,1530529200,49
3600,1530532800,48
3600,1530536400,50
3600,1530540000,50
3600,1530543600,50
3600,1530547200,60
3600,1530550800,63
3600,1530554400,70
3600,1530558000,70
3600,1530561600,76
3600,1530565200,73
3600,1530568800,81
3600,1530572400,84
3600,1530576000,85
3600,1530579600,86
3600,1530583200,91
3600,1530586800,91
3600,1530590400,93
3600,1530594000,93
3600,1530597600,93
3600,1530601200,96
3600,1530604800,97
3600,1530608400,96
3600,1530612000,94
3600,1530615600,96
3600,1530619200,95
3600,1530622800,84
3600,1530626400,80
3600,1530630000,72
3600,1530633600,73
3600,1530637200,70
3600,1530640800,73
3600,1530644400,76
3600,1530648000,75
3600,1530651600,79
3600,1530655200,85
3600,1530658800,82
3600,1530662400,84
3600,1530666000,84
3600,1530669600,87
3600,1530673200,85
3600,1530676800,86
3600,1530680400,85
3600,1530684000,85
3600,1530687600,82
3600,1530691200,81
3600,1530694800,78
3600,1530698400,77
3600,1530702000,75
3600,1530705600,75
3600,1530709200,76
3600,1530712800,74
3600,1530716400,68
3600,1530720000,63
3600,1530723600,60
3600,1530727200,55
3600,1530730800,48
3600,1530734400,50
3600,1530738000,45
3600,1530741600,50
3600,1530745200,53
3600,1530748800,58
3600,1530752400,62
3600,1530756000,63
3600,1530759600,64
3600,1530763200,68
3600,1530766800,69
3600,1530770400,68
3600,1530774000,72
3600,1530777600,71
3600,1530781200,71
3600,1530784800,65
3600,1530788400,62
3600,1530792000,65
3600,1530795600,64
3600,1530799200,65
3600,1530802800,65
3600,1530806400,63
3600,1530810000,66
3600,1530813600,68
3600,1530817200,67
3600,1530820800,68
3600,1530824400,70
3600,1530828000,65
3600,1530831600,69
3600,1530835200,73
3600,1530838800,73
3600,1530842400,76
3600,1530846000,81
3600,1530849600,82
3600,1530853200,82
3600,1530856800,81
3600,1530860400,85
3600,1530864000,85
3600,1530867600,85
3600,1530871200,85
3600,1530874800,83
3600,1530878400,86
3600,1530882000,89
3600,1530885600,88
3600,1530889200,87
3600,1530892800,82
3600,1530896400,79
3600,1530900000,76
3600,1530903600,79
3600,1530907200,79
3600,1530910800,82
3600,1530914400,84
3600,1530918000,88
3600,1530921600,88
3600,1530925200,86
3600,1530928800,88
3600,1530932400,89
3600,1530936000,90
3600,1530939600,89
3600,1530943200,89
3600,1530946800,89
3600,1530950400,89
3600,1530954000,83
3600,1530957600,81
3600,1530961200,77
3600,1530964800,77
3600,1530968400,76
3600,1530972000,74
3600,1530975600,70
3600,1530979200,70
3600,1530982800,69
3600,1530986400,63
3600,1530990000,62
3600,1530993600,56
3600,1530997200,55
3600,1531000800,55
3600,1531004400,54
3600,1531008000,56
3600,1531011600,56
3600,1531015200,56
3600,1531018800,56
3600,1531022400,53
3600,1531026000,53
3600,1531029600,53
3600,1531033200,53
3600,1531036800,50
3600,1531040400,50
3600,1531044000,50
3600,1531047600,45
3600,1531051200,47
3600,1531054800,46
3600,1531058400,43
3600,1531062000,42
3600,1531065600,42
3600,1531069200,42
3600,1531072800,39
3600,1531076400,39
3600,1531080000,40
3600,1531083600,41
3600,1531087200,45
3600,1531090800,42
3600,1531094400,45
3600,1531098000,49
3600,1531101600,50
3600,1531105200,50
3600,1531108800,51
3600,1531112400,54
3600,1531116000,50
3600,1531119600,50
3600,1531123200,55
3600,1531126800,54
3600,1531130400,54
3600,1531134000,53
3600,1531137600,53
3600,1531141200,52
3600,1531144800,56
3600,1531148400,57
3600,1531152000,67
3600,1531155600,66
3600,1531159200,66
3600,1531162800,75
3600,1531166400,82
3600,1531170000,79
3600,1531173600,80
3600,1531177200,88
3600,1531180800,94
3600,1531184400,94
3600,1531188000,98
3600,1531191600,102
3600,1531195200,103
3600,1531198800,102
3600,1531202400,102
3600,1531206000,103
3600,1531209600,102
3600,1531213200,98
3600,1531216800,97
3600,1531220400,93
3600,1531224000,90
3600,1531227600,82
3600,1531231200,80
3600,1531234800,77
3600,1531238400,72
3600,1531242000,70
3600,1531245600,78
3600,1531249200,86
3600,1531252800,82
3600,1531256400,81
3600,1531260000,85
3600,1531263600,89
3600,1531267200,95
3600,1531270800,92
3600,1531274400,89
3600,1531278000,91
3600,1531281600,94
3600,1531285200,91
3600,1531288800,95
3600,1531292400,95
3600,1531296000,95
3600,1531299600,98
3600,1531303200,94
3600,1531306800,90
3600,1531310400,92
3600,1531314000,84
3600,1531317600,84
3600,1531321200,77
3600,1531324800,71
3600,1531328400,71
3600,1531332000,80
3600,1531335600,79
3600,1531339200,76
3600,1531342800,79
3600,1531346400,82
3600,1531350000,93
3600,1531353600,96
3600,1531357200,90
3600,1531360800,95
3600,1531364400,95
3600,1531368000,95
3600,1531371600,95
3600,1531375200,95
3600,1531378800,99
3600,1531382400,102
3600,1531386000,100
3600,1531389600,100
3600,1531393200,98
3600,1531396800,98
3600,1531400400,94
3600,1531404000,92
3600,1531407600,84
3600,1531411200,79
3600,1531414800,75
3600,1531418400,76
3600,1531422000,84
3600,1531425600,89
3600,1531429200,89
3600,1531432800,98
3600,1531436400,100
3600,1531440000,108
3600,1531443600,105
3600,1531447200,112
3600,1531450800,113
3600,1531454400,115
3600,1531458000,115
3600,1531461600,112
3600,1531465200,112
3600,1531468800,112
3600,1531472400,107
3600,1531476000,104
3600,1531479600,101
3600,1531483200,101
3600,1531486800,97
3600,1531490400,100
3600,1531494000,92
3600,1531497600,91
3600,1531501200,87
3600,1531504800,84
3600,1531508400,82
3600,1531512000,87
3600,1531515600,86
3600,1531519200,90
3600,1531522800,91
3600,1531526400,93
3600,1531530000,88
3600,1531533600,88
3600,1531537200,93
3600,1531540800,91
3600,1531544400,92
3600,1531548000,96
3600,1531551600,98
3600,1531555200,98
3600,1531558800,93
3600,1531562400,97
3600,1531566000,94
3600,1531569600,92
3600,1531573200,85
3600,1531576800,78
3600,1531580400,76
3600,1531584000,74
3600,1531587600,68
3600,1531591200,64
3600,1531594800,61
3600,1531598400,54
3600,1531602000,56
3600,1531605600,62
3600,1531609200,64
3600,1531612800,63
3600,1531616400,65
3600,1531620000,65
3600,1531623600,65
3600,1531627200,66
3600,1531630800,62
3600,1531634400,66
3600,1531638000,66
3600,1531641600,66
3600,1531645200,66
3600,1531648800,65
3600,1531652400,64
3600,1531656000,63
3600,1531659600,59
3600,1531663200,56
3600,1531666800,53
3600,1531670400,51
3600,1531674000,47
3600,1531677600,45
3600,1531681200,47
3600,1531684800,45
3600,1531688400,48
3600,1531692000,47
3600,1531695600,49
3600,1531699200,54
3600,1531702800,54
3600,1531706400,59
3600,1531710000,60
3600,1531713600,60
3600,1531717200,56
3600,1531720800,56
3600,1531724400,56
3600,1531728000,56
3600,1531731600,52
3600,1531735200,51
3600,1531738800,51
3600,1531742400,52
3600,1531746000,57
3600,1531749600,61
3600,1531753200,60
3600,1531756800,53
3600,1531760400,57
3600,1531764000,59
3600,1531767600,61
3600,1531771200,68
3600,1531774800,66
3600,1531778400,63
3600,1531782000,67
3600,1531785600,70
3600,1531789200,67
3600,1531792800,72
3600,1531796400,75
3600,1531800000,76
3600,1531803600,76
3600,1531807200,80
3600,1531810800,84
3600,1531814400,84
3600,1531818000,83
3600,1531821600,78
3600,1531825200,73
3600,1531828800,74
3600,1531832400,76
3600,1531836000,75
3600,1531839600,70
3600,1531843200,77
3600,1531846800,69
3600,1531850400,69
3600,1531854000,80
3600,1531857600,81
3600,1531861200,81
3600,1531864800,90
3600,1531868400,93
3600,1531872000,94
3600,1531875600,92
3600,1531879200,95
3600,1531882800,95
3600,1531886400,95
3600,1531890000,95
3600,1531893600,91
3600,1531897200,95
3600,1531900800,99
3600,1531904400,98
3600,1531908000,97
3600,1531911600,95
3600,1531915200,96
3600,1531918800,85
3600,1531922400,83
3600,1531926000,79
3600,1531929600,72
3600,1531933200,66
3600,1531936800,66
3600,1531940400,69
3600,1531944000,75
3600,1531947600,75
3600,1531951200,83
3600,1531954800,87
3600,1531958400,93
3600,1531962000,97
3600,1531965600,99
3600,1531969200,105
3600,1531972800,106
3600,1531976400,106
3600,1531980000,106
3600,1531983600,107
3600,1531987200,107
3600,1531990800,102
3600,1531994400,105
3600,1531998000,104
3600,1532001600,103
3600,1532005200,101
3600,1532008800,101
3600,1532012400,92
3600,1532016000,87
3600,1532019600,84
3600,1532023200,82
3600,1532026800,78
3600,1532030400,70
3600,1532034000,78
3600,1532037600,78
3600,1532041200,85
3600,1532044800,80
3600,1532048400,80
3600,1532052000,82
3600,1532055600,82
3600,1532059200,83
3600,1532062800,82
3600,1532066400,82
3600,1532070000,78
3600,1532073600,79
3600,1532077200,82
3600,1532080800,78
3600,1532084400,79
3600,1532088000,84
3600,1532091600,82
3600,1532095200,78
3600,1532098800,75
3600,1532102400,72
3600,1532106000,76
3600,1532109600,67
3600,1532113200,69
3600,1532116800,71
3600,1532120400,76
3600,1532124000,73
3600,1532127600,77
3600,1532131200,79
3600,1532134800,79
3600,1532138400,81
3600,1532142000,81
3600,1532145600,87
3600,1532149200,82
3600,1532152800,82
3600,1532156400,86
3600,1532160000,86
3600,1532163600,82
3600,1532167200,80
3600,1532170800,76
3600,1532174400,74
3600,1532178000,74
3600,1532181600,71
3600,1532185200,63
3600,1532188800,56
3600,1532192400,47
3600,1532196000,47
3600,1532199600,53
3600,1532203200,44
3600,1532206800,44
3600,1532210400,47
3600,1532214000,43
3600,1532217600,47
3600,1532221200,46
3600,1532224800,47
3600,1532228400,47
3600,1532232000,43
3600,1532235600,39
3600,1532239200,43
3600,1532242800,43
3600,1532246400,39
3600,1532250000,43
3600,1532253600,39
3600,1532257200,38
3600,1532260800,42
3600,1532264400,43
3600,1532268000,38
3600,1532271600,36
3600,1532275200,35
3600,1532278800,42
3600,1532282400,41
3600,1532286000,38
3600,1532289600,43
3600,1532293200,47
3600,1532296800,50
3600,1532300400,50
3600,1532304000,50
3600,1532307600,55
3600,1532311200,56
3600,1532314800,56
3600,1532318400,56
3600,1532322000,60
3600,1532325600,60
3600,1532329200,65
3600,1532332800,66
3600,1532336400,60
3600,1532340000,60
3600,1532343600,60
3600,1532347200,62
3600,1532350800,62
3600,1532354400,62
3600,1532358000,64
3600,1532361600,71
3600,1532365200,73
3600,1532368800,73
3600,1532372400,73
3600,1532376000,77
3600,1532379600,85
3600,1532383200,86
3600,1532386800,96
3600,1532390400,99
3600,1532394000,101
3600,1532397600,104
3600,1532401200,105
3600,1532404800,107
3600,1532408400,107
3600,1532412000,111
3600,1532415600,106
3600,1532419200,110
3600,1532422800,104
3600,1532426400,102
3600,1532430000,97
3600,1532433600,94
3600,1532437200,83
3600,1532440800,78
3600,1532444400,75
3600,1532448000,72
3600,1532451600,77
3600,1532455200,75
3600,1532458800,73
3600,1532462400,70
3600,1532466000,76
3600,1532469600,82
3600,1532473200,76
3600,1532476800,79
3600,1532480400,79
3600,1532484000,83
3600,1532487600,84
3600,1532491200,89
3600,1532494800,89
3600,1532498400,92
3600,1532502000,93
3600,1532505600,93
3600,1532509200,93
3600,1532512800,96
3600,1532516400,91
3600,1532520000,93
3600,1532523600,89
3600,1532527200,86
3600,1532530800,82
3600,1532534400,80
3600,1532538000,79
3600,1532541600,71
3600,1532545200,68
3600,1532548800,71
3600,1532552400,72
3600,1532556000,71
3600,1532559600,72
3600,1532563200,74
3600,1532566800,74
3600,1532570400,75
3600,1532574000,76
3600,1532577600,79
3600,1532581200,78
3600,1532584800,79
3600,1532588400,79
3600,1532592000,84
3600,1532595600,82
3600,1532599200,85
3600,1532602800,82
3600,1532606400,84
3600,1532610000,88
3600,1532613600,82
3600,1532617200,93
3600,1532620800,67
3600,1532624400,79
3600,1532628000,97
3600,1532631600,55
3600,1532635200,61
3600,1532638800,127
3600,1532642400,40
3600,1532646000,88
3600,1532649600,90
3600,1532653200,86
3600,1532656800,87
3600,1532660400,82
3600,1532664000,83
3600,1532667600,83
3600,1532671200,83
3600,1532674800,78
3600,1532678400,78
3600,1532682000,70
3600,1532685600,64
3600,1532689200,68
3600,1532692800,71
3600,1532696400,71
3600,1532700000,64
3600,1532703600,66
3600,1532707200,62
3600,1532710800,76
3600,1532714400,85
3600,1532718000,77
3600,1532721600,72
3600,1532725200,74
3600,1532728800,81
3600,1532732400,88
3600,1532736000,96
3600,1532739600,97
3600,1532743200,102
3600,1532746800,103
3600,1532750400,108
3600,1532754000,109
3600,1532757600,109
3600,1532761200,109
3600,1532764800,104
3600,1532768400,98
3600,1532772000,98
3600,1532775600,100
3600,1532779200,98
3600,1532782800,97
3600,1532786400,81
3600,1532790000,71
3600,1532793600,75
3600,1532797200,73
3600,1532800800,69
3600,1532804400,68
3600,1532808000,62
3600,1532811600,61
3600,1532815200,61
3600,1532818800,54
3600,1532822400,53
3600,1532826000,55
3600,1532829600,54
3600,1532833200,59
3600,1532836800,63
3600,1532840400,68
3600,1532844000,72
3600,1532847600,72
3600,1532851200,72
3600,1532854800,67
3600,1532858400,66
3600,1532862000,65
3600,1532865600,66
3600,1532869200,65
3600,1532872800,60
3600,1532876400,58
3600,1532880000,59
3600,1532883600,52
3600,1532887200,53
3600,1532890800,53
3600,1532894400,59
3600,1532898000,61
3600,1532901600,62
3600,1532905200,60
3600,1532908800,58
3600,1532912400,60
3600,1532916000,61
3600,1532919600,61
3600,1532923200,61
3600,1532926800,61
3600,1532930400,61
3600,1532934000,57
3600,1532937600,58
3600,1532941200,57
3600,1532944800,57
3600,1532948400,56
3600,1532952000,57
3600,1532955600,53
3600,1532959200,58
3600,1532962800,59
3600,1532966400,65
3600,1532970000,58
3600,1532973600,58
3600,1532977200,60
3600,1532980800,69
3600,1532984400,73
3600,1532988000,73
3600,1532991600,75
3600,1532995200,79
3600,1532998800,80
3600,1533002400,83
3600,1533006000,84
3600,1533009600,89
3600,1533013200,90
3600,1533016800,90
3600,1533020400,90
3600,1533024000,95
3600,1533027600,90
3600,1533031200,91
3600,1533034800,89
3600,1533038400,86
3600,1533042000,79
3600,1533045600,87
3600,1533049200,85
3600,1533052800,95
3600,1533056400,87
3600,1533060000,88
3600,1533063600,89
3600,1533067200,86
3600,1533070800,89
3600,1533074400,92
3600,1533078000,97
3600,1533081600,110
3600,1533085200,106
3600,1533088800,107
3600,1533092400,107
3600,1533096000,108
3600,1533099600,104
3600,1533103200,108
3600,1533106800,107
3600,1533110400,108
3600,1533114000,103
3600,1533117600,97
3600,1533121200,93
3600,1533124800,89
3600,1533128400,76
3600,1533132000,78
3600,1533135600,74
3600,1533139200,75
3600,1533142800,78
3600,1533146400,73
3600,1533150000,69
3600,1533153600,78
3600,1533157200,71
3600,1533160800,75
3600,1533164400,77
3600,1533168000,80
3600,1533171600,80
3600,1533175200,80
3600,1533178800,81
3600,1533182400,79
3600,1533186000,79
3600,1533189600,84
3600,1533193200,88
3600,1533196800,88
3600,1533200400,92
3600,1533204000,85
3600,1533207600,85
3600,1533211200,85
3600,1533214800,78
3600,1533218400,79
3600,1533222000,80
3600,1533225600,86
3600,1533229200,74
3600,1533232800,72
3600,1533236400,73
3600,1533240000,75
3600,1533243600,75
3600,1533247200,84
3600,1533250800,90
3600,1533254400,96
3600,1533258000,100
3600,1533261600,101
3600,1533265200,103
3600,1533268800,105
3600,1533272400,104
3600,1533276000,105
3600,1533279600,109
3600,1533283200,109
3600,1533286800,108
3600,1533290400,112
3600,1533294000,108
3600,1533297600,105
3600,1533301200,99
3600,1533304800,97
3600,1533308400,97
3600,1533312000,100
3600,1533315600,93
3600,1533319200,93
3600,1533322800,88
3600,1533326400,84
3600,1533330000,85
3600,1533333600,87
3600,1533337200,88
3600,1533340800,91
3600,1533344400,93
3600,1533348000,96
3600,1533351600,96
3600,1533355200,92
3600,1533358800,93
3600,1533362400,93
3600,1533366000,93
3600,1533369600,93
3600,1533373200,93
3600,1533376800,87
3600,1533380400,85
3600,1533384000,85
3600,1533387600,76
3600,1533391200,78
3600,1533394800,76
3600,1533398400,68
3600,1533402000,72
3600,1533405600,62
3600,1533409200,57
3600,1533412800,56
3600,1533416400,55
3600,1533420000,52
3600,1533423600,50
3600,1533427200,44
3600,1533430800,50
3600,1533434400,46
3600,1533438000,47
3600,1533441600,43
3600,1533445200,43
3600,1533448800,43
3600,1533452400,48
3600,1533456000,48
3600,1533459600,48
3600,1533463200,51
3600,1533466800,52
3600,1533470400,51
3600,1533474000,53
3600,1533477600,48
3600,1533481200,49
3600,1533484800,49
3600,1533488400,44
3600,1533492000,44
3600,1533495600,47
3600,1533499200,49
3600,1533502800,57
3600,1533506400,58
3600,1533510000,63
3600,1533513600,60
3600,1533517200,64
3600,1533520800,64
3600,1533524400,65
3600,1533528000,66
3600,1533531600,65
3600,1533535200,65
3600,1533538800,66
3600,1533542400,66
3600,1533546000,66
3600,1533549600,65
3600,1533553200,69
3600,1533556800,67
3600,1533560400,70
3600,1533564000,77
3600,1533567600,79
3600,1533571200,77
3600,1533574800,79
3600,1533578400,73
3600,1533582000,75
3600,1533585600,78
3600,1533589200,90
3600,1533592800,93
3600,1533596400,101
3600,1533600000,107
3600,1533603600,110
3600,1533607200,116
3600,1533610800,117
3600,1533614400,117
3600,1533618000,118
3600,1533621600,113
3600,1533625200,113
3600,1533628800,109
3600,1533632400,111
3600,1533636000,110
3600,1533639600,107
3600,1533643200,104
3600,1533646800,103
3600,1533650400,99
3600,1533654000,105
3600,1533657600,98
3600,1533661200,96
3600,1533664800,94
3600,1533668400,93
