"_time",logons,"sma5_logons",isAnomaly
"1533835500.0","106.0","59.08",Normal
"1533835800.0","109.0","74.7",Normal
"1533836100.0","113.0","93.1",Normal
"1533836400.0","116.0","110.0",Normal
"1533836700.0","115.0","111.8",Normal
"1533837000.0","112.0","113.0",Normal
"1533837300.0","110.0","113.2",Normal
"1533837600.0","111.0","112.8",Normal
"1533837900.0","109.0","111.4",Normal
"1533838200.0","109.0","110.2",Normal
"1533838500.0","114.0","110.6",Normal
"1533838800.0","116.0","111.8",Normal
"1533839100.0","121.0","113.8",Normal
"1533839400.0","126.0","117.2",Normal
"1533839700.0","127.0","120.8",Normal
"1533840000.0","121.0","122.2",Normal
"1533840300.0","109.0","120.8",Normal
"1533840600.0","116.0","119.8",Normal
"1533840900.0","113.0","117.2",Normal
"1533841200.0","113.0","114.4",Normal
"1533841500.0","113.0","112.8",Normal
"1533841800.0","119.0","114.8",Normal
"1533842100.0","122.0","116.0",Normal
"1533842400.0","124.0","118.2",Normal
"1533842700.0","127.0","121.0",Normal
"1533843000.0","129.0","124.2",Normal
"1533843300.0","130.0","126.4",Normal
"1533843600.0","131.0","128.2",Normal
"1533843900.0","127.0","128.8",Normal
"1533844200.0","187.5","140.9",Normal
"1533844500.0","133.0","141.7",Normal
"1533844800.0","126.0","140.9",Normal
"1533845100.0","183.0","151.3",Normal
"1533845400.0","103.5","146.6",Normal
"1533845700.0","78.4","124.78",Normal
"1533846000.0","113.0","120.78",Normal
"1533846300.0","197.2","135.02",Normal
"1533846600.0","184.5","135.32",Normal
"1533846900.0","117.0","138.02",Normal
"1533847200.0","36.6","129.66",Normal
"1533847500.0","50.8","117.22",Normal
"1533847800.0","37.5","85.28",Normal
"1533848100.0","214.2","91.22",Normal
"1533848400.0","121.0","92.02",Normal
"1533848700.0","104.4","105.58",Normal
"1533849000.0","163.8","128.18",Normal
"1533849300.0","122.0","145.08",Normal
"1533849600.0","123.0","126.84",Normal
"1533849900.0","127.0","128.04",Normal
"1533850200.0","129.0","132.96",Normal
"1533850500.0","128.0","125.8",Normal
"1533850800.0","122.0","125.8",Normal
"1533851100.0","128.0","126.8",Normal
"1533851400.0","126.0","126.6",Normal
"1533851700.0","128.0","126.4",Normal
"1533852000.0","127.0","126.2",Normal
"1533852300.0","120.0","125.8",Normal
"1533852600.0","120.0","124.2",Normal
"1533852900.0","113.0","121.6",Normal
"1533853200.0","112.0","118.4",Normal
"1533853500.0","109.0","114.8",Normal
"1533853800.0","110.0","112.8",Normal
"1533854100.0","110.0","110.8",Normal
"1533854400.0","112.0","110.6",Normal
"1533854700.0","111.0","110.4",Normal
"1533855000.0","117.0","112.0",Normal
"1533855300.0","112.0","112.4",Normal
"1533855600.0","110.0","112.4",Normal
"1533855900.0","106.0","111.2",Normal
"1533856200.0","103.0","109.6",Normal
"1533856500.0","104.0","107.0",Normal
"1533856800.0","105.0","105.6",Normal
"1533857100.0","102.0","104.0",Normal
"1533857400.0","94.0","101.6",Normal
"1533857700.0","99.0","100.8",Normal
"1533858000.0","100.0","100.0",Normal
"1533858300.0","104.0","99.8",Normal
"1533858600.0","109.0","101.2",Normal
"1533858900.0","110.0","104.4",Normal
"1533859200.0","109.0","106.4",Normal
"1533859500.0","110.0","108.4",Normal
"1533859800.0","113.0","110.2",Normal
"1533860100.0","110.0","110.4",Normal
"1533860400.0","113.0","111.0",Normal
"1533860700.0","107.0","110.6",Normal
"1533861000.0","113.0","111.2",Normal
"1533861300.0","107.0","110.0",Normal
"1533861600.0","104.0","108.8",Normal
"1533861900.0","100.0","106.2",Normal
"1533862200.0","102.0","105.2",Normal
"1533862500.0","103.0","103.2",Normal
"1533862800.0","102.0","102.2",Normal
"1533863100.0","98.0","101.0",Normal
"1533863400.0","97.0","100.4",Normal
"1533863700.0","99.0","99.8",Normal
"1533864000.0","92.0","97.6",Normal
"1533864300.0","89.0","95.0",Normal
"1533864600.0","82.0","91.8",Normal
"1533864900.0","81.0","88.6",Normal
"1533865200.0","77.0","84.2",Normal
"1533865500.0","78.0","81.4",Normal
"1533865800.0","76.0","78.8",Normal
"1533866100.0","72.0","76.8",Normal
"1533866400.0","67.0","74.0",Normal
"1533866700.0","66.0","71.8",Normal
"1533867000.0","64.0","69.0",Normal
"1533867300.0","58.0","65.4",Normal
"1533867600.0","59.0","62.8",Normal
"1533867900.0","60.0","61.4",Normal
"1533868200.0","61.0","60.4",Normal
"1533868500.0","61.0","59.8",Normal
"1533868800.0","55.0","59.2",Normal
"1533869100.0","55.0","58.4",Normal
"1533869400.0","54.0","57.2",Normal
"1533869700.0","51.0","55.2",Normal
"1533870000.0","49.0","52.8",Normal
"1533870300.0","49.0","51.6",Normal
"1533870600.0","49.0","50.4",Normal
"1533870900.0","50.0","49.6",Normal
"1533871200.0","46.0","48.6",Normal
"1533871500.0","45.0","47.8",Normal
"1533871800.0","47.0","47.4",Normal
"1533872100.0","46.0","46.8",Normal
"1533872400.0","46.0","46.0",Normal
"1533872700.0","47.0","46.2",Normal
"1533873000.0","45.0","46.2",Normal
"1533873300.0","44.0","45.6",Normal
"1533873600.0","38.7","44.14",Normal
"1533873900.0","20.0","38.94",Normal
"1533874200.0","42.9","38.12",Normal
"1533874500.0","39.0","36.92",Normal
"1533874800.0","37.0","35.52",Normal
"1533875100.0","55.5","38.88",Normal
"1533875400.0","11.1","37.1",Normal
"1533875700.0","26.6","33.84",Normal
"1533876000.0","39.0","33.84",Normal
"1533876300.0","39.0","34.24",Normal
"1533876600.0","41.0","31.34",Normal
"1533876900.0","42.0","37.52",Normal
"1533877200.0","41.0","40.4",Normal
"1533877500.0","39.0","40.4",Normal
"1533877800.0","39.0","40.4",Normal
"1533878100.0","35.0","39.2",Normal
"1533878400.0","34.0","37.6",Normal
"1533878700.0","34.0","36.2",Normal
"1533879000.0","31.0","34.6",Normal
"1533879300.0","31.0","33.0",Normal
"1533879600.0","31.0","32.2",Normal
"1533879900.0","30.0","31.4",Normal
"1533880200.0","30.0","30.6",Normal
"1533880500.0","28.0","30.0",Normal
"1533880800.0","26.0","29.0",Normal
"1533881100.0","24.0","27.6",Normal
"1533881400.0","23.0","26.2",Normal
"1533881700.0","23.0","24.8",Normal
"1533882000.0","21.0","23.4",Normal
"1533882300.0","19.0","22.0",Normal
"1533882600.0","17.0","20.6",Normal
"1533882900.0","14.0","18.8",Normal
"1533883200.0","12.0","16.6",Normal
"1533883500.0","11.0","14.6",Normal
"1533883800.0","11.0","13.0",Normal
"1533884100.0","11.0","11.8",Normal
"1533884400.0","11.0","11.2",Normal
"1533884700.0","12.0","11.2",Normal
"1533885000.0","12.0","11.4",Normal
"1533885300.0","12.0","11.6",Normal
"1533885600.0","12.0","11.8",Normal
"1533885900.0","12.0","12.0",Normal
"1533886200.0","12.0","12.0",Normal
"1533886500.0","12.0","12.0",Normal
"1533886800.0","13.0","12.2",Normal
"1533887100.0","13.0","12.4",Normal
"1533887400.0","13.0","12.6",Normal
"1533887700.0","2.6","10.72",Normal
"1533888000.0","6.0","9.52",Normal
"1533888300.0","3.6","7.64",Normal
"1533888600.0","20.8","9.2",Normal
"1533888900.0","13.0","9.2",Normal
"1533889200.0","2.8","9.24",Normal
"1533889500.0","22.1","12.46",Normal
"1533889800.0","20.8","15.9",Normal
"1533890100.0","15.4","14.82",Normal
"1533890400.0","14.0","15.02",Normal
"1533890700.0","14.0","17.26",Normal
"1533891000.0","13.0","15.44",Normal
"1533891300.0","12.0","13.68",Normal
"1533891600.0","11.0","12.8",Normal
"1533891900.0","11.0","12.2",Normal
"1533892200.0","12.0","11.8",Normal
"1533892500.0","12.0","11.6",Normal
"1533892800.0","11.0","11.4",Normal
"1533893100.0","11.0","11.4",Normal
"1533893400.0","11.0","11.4",Normal
"1533893700.0","10.0","11.0",Normal
"1533894000.0","10.0","10.6",Normal
"1533894300.0","10.0","10.4",Normal
"1533894600.0","11.0","10.4",AnomalyType1
"1533894900.0","10.0","10.2",Normal
"1533895200.0","10.0","10.2",Normal
"1533895500.0","9.0","10.0",Normal
"1533895800.0","9.0","9.8",Normal
"1533896100.0","10.0","9.6",Normal
"1533896400.0","9.0","9.4",Normal
"1533896700.0","9.0","9.2",Normal
"1533897000.0","9.0","9.2",Normal
"1533897300.0","9.0","9.2",Normal
"1533897600.0","10.0","9.2",Normal
"1533897900.0","11.0","9.6",Normal
"1533898200.0","11.0","10.0",Normal
"1533898500.0","10.0","10.2",Normal
"1533898800.0","10.0","10.4",Normal
"1533899100.0","11.0","10.6",Normal
"1533899400.0","10.0","10.4",Normal
"1533899700.0","11.0","10.4",Normal
"1533900000.0","11.0","10.6",Normal
"1533900300.0","11.0","10.8",Normal
"1533900600.0","12.0","11.0",Normal
"1533900900.0","12.0","11.4",Normal
"1533901200.0","12.0","11.6",Normal
"1533901500.0","12.0","11.8",Normal
"1533901800.0","12.0","12.0",Normal
"1533902100.0","12.0","12.0",Normal
"1533902400.0","12.0","12.0",Normal
"1533902700.0","18.0","13.2",Normal
"1533903000.0","21.0","15.0",Normal
"1533903300.0","4.5","13.5",Normal
"1533903600.0","7.5","12.6",Normal
"1533903900.0","9.6","12.12",Normal
"1533904200.0","20.8","12.68",Normal
"1533904500.0","22.4","12.96",Normal
"1533904800.0","5.4","13.14",Normal
"1533905100.0","9.5","13.54",Normal
"1533905400.0","20.0","15.62",Normal
"1533905700.0","22.0","15.86",Normal
"1533906000.0","23.0","15.98",Normal
"1533906300.0","25.0","19.9",Normal
"1533906600.0","27.0","23.4",Normal
"1533906900.0","27.0","24.8",Normal
"1533907200.0","29.0","26.2",Normal
"1533907500.0","31.0","27.8",Normal
"1533907800.0","31.0","29.0",Normal
"1533908100.0","33.0","30.2",Normal
"1533908400.0","35.0","31.8",Normal
"1533908700.0","37.0","33.4",Normal
"1533909000.0","39.0","35.0",Normal
"1533909300.0","38.0","36.4",Normal
"1533909600.0","38.0","37.4",Normal
"1533909900.0","39.0","38.2",Normal
"1533910200.0","42.0","39.2",Normal
"1533910500.0","42.0","39.8",Normal
"1533910800.0","42.0","40.6",Normal
"1533911100.0","43.0","41.6",Normal
"1533911400.0","46.0","43.0",Normal
"1533911700.0","49.0","44.4",Normal
"1533912000.0","49.0","45.8",Normal
"1533912300.0","48.0","47.0",Normal
"1533912600.0","48.0","48.0",Normal
"1533912900.0","47.0","48.2",Normal
"1533913200.0","50.0","48.4",Normal
"1533913500.0","50.0","48.6",Normal
"1533913800.0","49.0","48.8",Normal
"1533914100.0","50.0","49.2",Normal
"1533914400.0","48.0","49.4",Normal
"1533914700.0","49.0","49.2",Normal
"1533915000.0","50.0","49.2",Normal
"1533915300.0","50.0","49.4",Normal
"1533915600.0","53.0","50.0",Normal
"1533915900.0","56.0","51.6",Normal
"1533916200.0","58.0","53.4",Normal
"1533916500.0","55.0","54.4",Normal
"1533916800.0","55.0","55.4",Normal
"1533917100.0","57.0","56.2",Normal
"1533917400.0","67.0","58.4",Normal
"1533917700.0","68.0","60.4",Normal
"1533918000.0","69.0","63.2",Normal
"1533918300.0","78.0","67.8",Normal
"1533918600.0","82.0","72.8",Normal
"1533918900.0","83.0","76.0",Normal
"1533919200.0","85.0","79.4",Normal
"1533919500.0","92.0","84.0",Normal
"1533919800.0","97.0","87.8",Normal
"1533920100.0","104.0","92.2",Normal
"1533920400.0","42.8","84.16",Normal
"1533920700.0","197.2","106.6",Normal
"1533921000.0","108.9","109.98",Normal
"1533921300.0","36.3","97.84",Normal
"1533921600.0","167.7","110.58",Normal
"1533921900.0","50.4","112.1",Normal
"1533922200.0","74.4","87.54",Normal
"1533922500.0","103.2","86.4",Normal
"1533922800.0","129.0","104.94",Normal
"1533923100.0","130.0","97.4",Normal
"1533923400.0","144.0","116.12",Normal
"1533923700.0","136.0","128.44",Normal
"1533924000.0","134.0","134.6",Normal
"1533924300.0","139.0","136.6",Normal
"1533924600.0","131.0","136.8",Normal
"1533924900.0","129.0","133.8",Normal
"1533925200.0","129.0","132.4",Normal
"1533925500.0","129.0","131.4",Normal
"1533925800.0","120.0","127.6",Normal
"1533926100.0","124.0","126.2",Normal
"1533926400.0","123.0","125.0",Normal
"1533926700.0","126.0","124.4",Normal
"1533927000.0","119.0","122.4",Normal
"1533927300.0","115.0","121.4",Normal
"1533927600.0","121.0","120.8",Normal
"1533927900.0","116.0","119.4",Normal
"1533928200.0","123.0","118.8",Normal
"1533928500.0","130.0","121.0",Normal
"1533928800.0","131.0","124.2",Normal
"1533929100.0","131.0","126.2",Normal
"1533929400.0","130.0","129.0",Normal
"1533929700.0","115.0","127.4",Normal
"1533930000.0","120.0","125.4",Normal
"1533930300.0","119.0","123.0",Normal
"1533930600.0","115.0","119.8",Normal
"1533930900.0","114.0","116.6",Normal
"1533931200.0","113.0","116.2",Normal
"1533931500.0","120.0","116.2",Normal
"1533931800.0","120.0","116.4",Normal
"1533932100.0","128.0","119.0",Normal
"1533932400.0","124.0","121.0",Normal
"1533932700.0","124.0","123.2",Normal
"1533933000.0","125.0","124.2",Normal
"1533933300.0","131.0","126.4",Normal
"1533933600.0","137.0","128.2",Normal
"1533933900.0","132.0","129.8",Normal
"1533934200.0","130.0","131.0",Normal
"1533934500.0","129.0","131.8",Normal
"1533934800.0","128.0","131.2",Normal
"1533935100.0","123.0","128.4",Normal
"1533935400.0","123.0","126.6",Normal
"1533935700.0","131.0","126.8",Normal
"1533936000.0","135.0","128.0",Normal
"1533936300.0","130.0","128.4",Normal
"1533936600.0","131.0","130.0",Normal
"1533936900.0","131.0","131.6",Normal
"1533937200.0","133.0","132.0",Normal
"1533937500.0","134.0","131.8",Normal
"1533937800.0","132.0","132.2",Normal
"1533938100.0","133.0","132.6",Normal
"1533938400.0","232.2","152.84",Normal
"1533938700.0","133.0","152.84",Normal
"1533939000.0","132.0","152.44",Normal
"1533939300.0","204.8","167.0",Normal
"1533939600.0","189.0","178.2",Normal
"1533939900.0","168.0","165.36",Normal
"1533940200.0","162.5","171.26",Normal
"1533940500.0","92.4","163.34",Normal
"1533940800.0","118.8","146.14",Normal
"1533941100.0","134.0","135.14",Normal
"1533941400.0","136.0","128.74",Normal
"1533941700.0","141.0","124.44",Normal
"1533942000.0","134.0","132.76",Normal
"1533942300.0","137.0","136.4",Normal
"1533942600.0","136.0","136.8",Normal
"1533942900.0","138.0","137.2",Normal
"1533943200.0","138.0","136.6",Normal
"1533943500.0","141.0","138.0",Normal
"1533943800.0","141.0","138.8",Normal
"1533944100.0","207.0","153.0",Normal
"1533944400.0","246.6","174.72",Normal
"1533944700.0","214.4","190.0",Normal
"1533945000.0","88.9","179.58",Normal
"1533945300.0","186.0","188.58",Normal
"1533945600.0","23.8","151.94",Normal
"1533945900.0","127.6","128.14",Normal
"1533946200.0","174.0","120.06",Normal
"1533946500.0","111.0","124.48",Normal
"1533946800.0","104.0","108.08",Normal
"1533947100.0","104.0","124.12",Normal
"1533947400.0","99.0","118.4",Normal
"1533947700.0","94.0","102.4",Normal
"1533948000.0","95.0","99.2",Normal
"1533948300.0","100.0","98.4",Normal
"1533948600.0","96.0","96.8",Normal
"1533948900.0","99.0","96.8",Normal
"1533949200.0","95.0","97.0",Normal
"1533949500.0","95.0","97.0",Normal
"1533949800.0","91.0","95.2",Normal
"1533950100.0","89.0","93.8",Normal
"1533950400.0","137.6","101.52",Normal
"1533950700.0","93.5","101.22",Normal
"1533951000.0","24.6","87.14",Normal
"1533951300.0","117.6","92.46",Normal
"1533951600.0","75.6","89.78",Normal
"1533951900.0","109.2","84.1",Normal
"1533952200.0","162.0","97.8",Normal
"1533952500.0","43.5","101.58",Normal
"1533952800.0","84.0","94.86",Normal
"1533953100.0","82.0","96.14",Normal
"1533953400.0","77.0","89.7",Normal
"1533953700.0","71.0","71.5",Normal
"1533954000.0","73.0","77.4",Normal
"1533954300.0","68.0","74.2",Normal
"1533954600.0","63.0","70.4",Normal
"1533954900.0","60.0","67.0",Normal
"1533955200.0","38.5","60.5",Normal
"1533955500.0","22.4","50.38",Normal
"1533955800.0","63.6","49.5",Normal
"1533956100.0","20.8","41.06",Normal
"1533956400.0","51.0","39.26",Normal
"1533956700.0","50.0","41.56",Normal
"1533957000.0","14.4","39.96",Normal
"1533957300.0","60.0","39.24",Normal
"1533957600.0","51.7","45.42",Normal
"1533957900.0","47.0","44.62",Normal
"1533958200.0","39.0","42.42",Normal
"1533958500.0","39.0","47.34",Normal
"1533958800.0","39.0","43.14",Normal
"1533959100.0","38.0","40.4",Normal
"1533959400.0","39.0","38.8",Normal
"1533959700.0","39.0","38.8",Normal
"1533960000.0","39.0","38.8",Normal
"1533960300.0","37.0","38.4",Normal
"1533960600.0","35.0","37.8",Normal
"1533960900.0","36.0","37.2",Normal
"1533961200.0","36.0","36.6",Normal
"1533961500.0","37.0","36.2",Normal
"1533961800.0","35.0","35.8",Normal
"1533962100.0","33.0","35.4",Normal
"1533962400.0","34.0","35.0",Normal
"1533962700.0","34.0","34.6",Normal
"1533963000.0","35.0","34.2",Normal
"1533963300.0","25.2","32.24",Normal
"1533963600.0","13.6","28.36",Normal
"1533963900.0","19.2","25.4",Normal
"1533964200.0","54.0","29.4",Normal
"1533964500.0","48.0","32.0",Normal
"1533964800.0","5.6","28.08",Normal
"1533965100.0","27.0","30.76",Normal
"1533965400.0","24.3","31.78",Normal
"1533965700.0","32.5","27.48",Normal
"1533966000.0","24.0","22.68",Normal
"1533966300.0","25.0","26.56",Normal
"1533966600.0","24.0","25.96",Normal
"1533966900.0","43.2","29.74",Normal
"1533967200.0","19.8","27.2",Normal
"1533967500.0","28.0","28.0",Normal
"1533967800.0","19.0","26.8",Normal
"1533968100.0","27.0","27.4",Normal
"1533968400.0","17.0","22.16",Normal
"1533968700.0","27.2","23.64",Normal
"1533969000.0","16.0","21.24",Normal
"1533969300.0","2.8","18.0",Normal
"1533969600.0","12.0","15.0",Normal
"1533969900.0","12.0","14.0",Normal
"1533970200.0","11.0","10.76",Normal
"1533970500.0","11.0","9.76",Normal
"1533970800.0","11.0","11.4",Normal
"1533971100.0","11.0","11.2",Normal
"1533971400.0","11.0","11.0",Normal
"1533971700.0","11.0","11.0",Normal
"1533972000.0","11.0","11.0",Normal
"1533972300.0","11.0","11.0",Normal
"1533972600.0","10.0","10.8",Normal
"1533972900.0","10.0","10.6",Normal
"1533973200.0","10.0","10.4",Normal
"1533973500.0","10.0","10.2",Normal
"1533973800.0","9.0","9.8",Normal
"1533974100.0","8.0","9.4",Normal
"1533974400.0","8.0","9.0",Normal
"1533974700.0","8.0","8.6",Normal
"1533975000.0","2.8","7.16",Normal
"1533975300.0","7.0","6.76",Normal
"1533975600.0","5.4","6.24",Normal
"1533975900.0","4.2","5.48",Normal
"1533976200.0","6.0","5.08",Normal
"1533976500.0","3.0","5.12",Normal
"1533976800.0","10.2","5.76",Normal
"1533977100.0","2.4","5.16",Normal
"1533977400.0","8.5","6.02",Normal
"1533977700.0","5.0","5.82",Normal
"1533978000.0","5.0","6.22",Normal
"1533978300.0","5.0","5.18",Normal
"1533978600.0","5.0","5.7",Normal
"1533978900.0","5.0","5.0",AnomalyType1
"1533979200.0","5.0","5.0",AnomalyType1
"1533979500.0","5.0","5.0",AnomalyType1
"1533979800.0","5.0","5.0",AnomalyType1
"1533980100.0","5.0","5.0",AnomalyType1
"1533980400.0","5.0","5.0",AnomalyType1
"1533980700.0","5.0","5.0",AnomalyType1
"1533981000.0","5.0","5.0",AnomalyType1
"1533981300.0","6.0","5.2",Normal
"1533981600.0","6.0","5.4",Normal
"1533981900.0","6.0","5.6",Normal
"1533982200.0","7.0","6.0",Normal
"1533982500.0","7.0","6.4",Normal
"1533982800.0","7.0","6.6",Normal
"1533983100.0","7.0","6.8",Normal
"1533983400.0","7.0","7.0",Normal
"1533983700.0","7.0","7.0",Normal
"1533984000.0","8.0","7.2",Normal
"1533984300.0","8.0","7.4",Normal
"1533984600.0","8.0","7.6",Normal
"1533984900.0","8.0","7.8",Normal
"1533985200.0","8.0","8.0",Normal
"1533985500.0","7.0","7.8",Normal
"1533985800.0","7.0","7.6",Normal
"1533986100.0","7.0","7.4",Normal
"1533986400.0","7.0","7.2",AnomalyType1
"1533986700.0","7.0","7.0",AnomalyType1
"1533987000.0","7.0","7.0",AnomalyType1
"1533987300.0","7.0","7.0",AnomalyType1
"1533987600.0","7.0","7.0",AnomalyType1
"1533987900.0","7.0","7.0",AnomalyType1
"1533988200.0","7.0","7.0",AnomalyType1
"1533988500.0","7.0","7.0",AnomalyType1
"1533988800.0","7.0","7.0",Normal
"1533989100.0","7.0","7.0",Normal
"1533989400.0","8.0","7.2",Normal
"1533989700.0","8.0","7.4",Normal
"1533990000.0","8.0","7.6",Normal
"1533990300.0","8.0","7.8",Normal
"1533990600.0","9.0","8.2",Normal
"1533990900.0","9.0","8.4",Normal
"1533991200.0","10.0","8.8",Normal
"1533991500.0","10.0","9.2",Normal
"1533991800.0","11.0","9.8",Normal
"1533992100.0","12.0","10.4",Normal
"1533992400.0","13.0","11.2",Normal
"1533992700.0","14.0","12.0",Normal
"1533993000.0","22.5","14.5",Normal
"1533993300.0","15.0","15.3",Normal
"1533993600.0","7.5","14.4",Normal
"1533993900.0","19.2","15.64",Normal
"1533994200.0","25.5","17.94",Normal
"1533994500.0","34.2","20.28",Normal
"1533994800.0","14.0","20.08",Normal
"1533995100.0","32.3","25.04",Normal
"1533995400.0","36.0","28.4",Normal
"1533995700.0","20.0","27.3",Normal
"1533996000.0","21.0","24.66",Normal
"1533996300.0","22.0","26.26",Normal
"1533996600.0","23.0","24.4",Normal
"1533996900.0","24.0","22.0",Normal
"1533997200.0","24.0","22.8",Normal
"1533997500.0","25.0","23.6",Normal
"1533997800.0","25.0","24.2",Normal
"1533998100.0","25.0","24.6",Normal
"1533998400.0","25.0","24.8",Normal
"1533998700.0","24.0","24.8",Normal
"1533999000.0","24.0","24.6",Normal
"1533999300.0","25.0","24.6",Normal
"1533999600.0","27.0","25.0",Normal
"1533999900.0","27.0","25.4",Normal
"1534000200.0","27.0","26.0",Normal
"1534000500.0","26.0","26.4",Normal
"1534000800.0","25.0","26.4",Normal
"1534001100.0","24.0","25.8",Normal
"1534001400.0","25.0","25.4",Normal
"1534001700.0","25.0","25.0",Normal
"1534002000.0","25.0","24.8",Normal
"1534002300.0","24.0","24.6",Normal
"1534002600.0","26.0","25.0",Normal
"1534002900.0","25.0","25.0",Normal
"1534003200.0","26.0","25.2",Normal
"1534003500.0","28.0","25.8",Normal
"1534003800.0","27.0","26.4",Normal
"1534004100.0","29.0","27.0",Normal
"1534004400.0","30.0","28.0",Normal
"1534004700.0","33.0","29.4",Normal
"1534005000.0","33.0","30.4",Normal
"1534005300.0","35.0","32.0",Normal
"1534005600.0","36.0","33.4",Normal
"1534005900.0","38.0","35.0",Normal
"1534006200.0","39.0","36.2",Normal
"1534006500.0","42.0","38.0",Normal
"1534006800.0","41.0","39.2",Normal
"1534007100.0","43.0","40.6",Normal
"1534007400.0","44.0","41.8",Normal
"1534007700.0","44.0","42.8",Normal
"1534008000.0","44.0","43.2",Normal
"1534008300.0","45.0","44.0",Normal
"1534008600.0","46.0","44.6",Normal
"1534008900.0","47.0","45.2",Normal
"1534009200.0","49.0","46.2",Normal
"1534009500.0","46.0","46.6",Normal
"1534009800.0","46.0","46.8",Normal
"1534010100.0","48.0","47.2",Normal
"1534010400.0","50.0","47.8",Normal
"1534010700.0","49.0","47.8",Normal
"1534011000.0","49.0","48.4",Normal
"1534011300.0","48.0","48.8",Normal
"1534011600.0","50.0","49.2",Normal
"1534011900.0","49.0","49.0",Normal
"1534012200.0","47.0","48.6",Normal
"1534012500.0","46.0","48.0",Normal
"1534012800.0","47.0","47.8",Normal
"1534013100.0","50.0","47.8",Normal
"1534013400.0","49.0","47.8",Normal
"1534013700.0","49.0","48.2",Normal
"1534014000.0","50.0","49.0",Normal
"1534014300.0","55.0","50.6",Normal
"1534014600.0","56.0","51.8",Normal
"1534014900.0","55.0","53.0",Normal
"1534015200.0","58.0","54.8",Normal
"1534015500.0","58.0","56.4",Normal
"1534015800.0","61.0","57.6",Normal
"1534016100.0","60.0","58.4",Normal
"1534016400.0","64.0","60.2",Normal
"1534016700.0","65.0","61.6",Normal
"1534017000.0","65.0","63.0",Normal
"1534017300.0","57.6","62.32",Normal
"1534017600.0","89.6","68.24",Normal
"1534017900.0","62.0","67.84",Normal
"1534018200.0","42.0","63.24",Normal
"1534018500.0","43.4","58.92",Normal
"1534018800.0","100.8","67.56",Normal
"1534019100.0","61.0","61.84",Normal
"1534019400.0","76.7","64.78",Normal
"1534019700.0","11.8","58.74",Normal
"1534020000.0","59.0","61.86",Normal
"1534020300.0","57.0","53.1",Normal
"1534020600.0","52.0","51.3",Normal
"1534020900.0","50.0","45.96",Normal
"1534021200.0","53.0","54.2",Normal
"1534021500.0","49.0","52.2",Normal
"1534021800.0","49.0","50.6",Normal
"1534022100.0","48.0","49.8",Normal
"1534022400.0","49.0","49.6",Normal
"1534022700.0","47.0","48.4",Normal
"1534023000.0","42.0","47.0",Normal
"1534023300.0","41.0","45.4",Normal
"1534023600.0","43.0","44.4",Normal
"1534023900.0","44.0","43.4",Normal
"1534024200.0","44.0","42.8",Normal
"1534024500.0","47.0","43.8",Normal
"1534024800.0","47.0","45.0",Normal
"1534025100.0","46.0","45.6",Normal
"1534025400.0","47.0","46.2",Normal
"1534025700.0","47.0","46.8",Normal
"1534026000.0","47.0","46.8",Normal
"1534026300.0","49.0","47.2",Normal
"1534026600.0","50.0","48.0",Normal
"1534026900.0","72.8","53.16",Normal
"1534027200.0","26.0","48.96",Normal
"1534027500.0","55.0","50.56",Normal
"1534027800.0","51.0","50.96",Normal
"1534028100.0","26.0","46.16",Normal
"1534028400.0","52.0","42.0",Normal
"1534028700.0","74.2","51.64",Normal
"1534029000.0","15.3","43.7",Normal
"1534029300.0","10.2","35.54",Normal
"1534029600.0","46.8","39.7",Normal
"1534029900.0","52.0","39.7",Normal
"1534030200.0","53.0","35.46",Normal
"1534030500.0","52.0","42.8",Normal
"1534030800.0","50.0","50.76",Normal
"1534031100.0","50.0","51.4",Normal
"1534031400.0","50.0","51.0",Normal
"1534031700.0","49.0","50.2",Normal
"1534032000.0","50.0","49.8",Normal
"1534032300.0","51.0","50.0",Normal
"1534032600.0","50.0","50.0",Normal
"1534032900.0","50.0","50.0",Normal
"1534033200.0","50.0","50.2",Normal
"1534033500.0","49.0","50.0",Normal
"1534033800.0","49.0","49.6",Normal
"1534034100.0","48.0","49.2",Normal
"1534034400.0","48.0","48.8",Normal
"1534034700.0","45.0","47.8",Normal
"1534035000.0","44.0","46.8",Normal
"1534035300.0","46.0","46.2",Normal
"1534035600.0","46.0","45.8",Normal
"1534035900.0","44.0","45.0",Normal
"1534036200.0","43.0","44.6",Normal
"1534036500.0","40.0","43.8",Normal
"1534036800.0","40.0","42.6",Normal
"1534037100.0","40.0","41.4",Normal
"1534037400.0","38.0","40.2",Normal
"1534037700.0","38.0","39.2",Normal
"1534038000.0","37.0","38.6",Normal
"1534038300.0","37.0","38.0",Normal
"1534038600.0","35.0","37.0",Normal
"1534038900.0","34.0","36.2",Normal
"1534039200.0","34.0","35.4",Normal
"1534039500.0","34.0","34.8",Normal
"1534039800.0","34.0","34.2",Normal
"1534040100.0","33.0","33.8",Normal
"1534040400.0","31.0","33.2",Normal
"1534040700.0","29.0","32.2",Normal
"1534041000.0","30.0","31.4",Normal
"1534041300.0","30.0","30.6",Normal
"1534041600.0","29.0","29.8",Normal
"1534041900.0","29.0","29.4",Normal
"1534042200.0","29.0","29.4",Normal
"1534042500.0","29.0","29.2",Normal
"1534042800.0","30.0","29.2",Normal
"1534043100.0","29.0","29.2",Normal
"1534043400.0","27.0","28.8",Normal
"1534043700.0","28.0","28.6",Normal
