"_time",logons
"2018-08-13T14:45:00.000-0700",124
"2018-08-13T14:50:00.000-0700",120
"2018-08-13T14:55:00.000-0700",122
"2018-08-13T15:00:00.000-0700",126
"2018-08-13T15:05:00.000-0700",126
"2018-08-13T15:10:00.000-0700",128
"2018-08-13T15:15:00.000-0700",125
"2018-08-13T15:20:00.000-0700",131
"2018-08-13T15:25:00.000-0700",133
"2018-08-13T15:30:00.000-0700",135
"2018-08-13T15:35:00.000-0700",130
"2018-08-13T15:40:00.000-0700",121
"2018-08-13T15:45:00.000-0700",126
"2018-08-13T15:50:00.000-0700",128
"2018-08-13T15:55:00.000-0700",130
"2018-08-13T16:00:00.000-0700",131
"2018-08-13T16:05:00.000-0700",131
"2018-08-13T16:10:00.000-0700",136
"2018-08-13T16:15:00.000-0700",135
"2018-08-13T16:20:00.000-0700",133
"2018-08-13T16:25:00.000-0700",129
"2018-08-13T16:30:00.000-0700",129
"2018-08-13T16:35:00.000-0700",131
"2018-08-13T16:40:00.000-0700",127
"2018-08-13T16:45:00.000-0700",117
"2018-08-13T16:50:00.000-0700",122
"2018-08-13T16:55:00.000-0700",120
"2018-08-13T17:00:00.000-0700",119
"2018-08-13T17:05:00.000-0700",113
"2018-08-13T17:10:00.000-0700",115
"2018-08-13T17:15:00.000-0700",108
"2018-08-13T17:20:00.000-0700",107
"2018-08-13T17:25:00.000-0700",109
"2018-08-13T17:30:00.000-0700",106
"2018-08-13T17:35:00.000-0700",99
"2018-08-13T17:40:00.000-0700",94
"2018-08-13T17:45:00.000-0700",99
"2018-08-13T17:50:00.000-0700",100
"2018-08-13T17:55:00.000-0700",94
"2018-08-13T18:00:00.000-0700",92
"2018-08-13T18:05:00.000-0700",90
"2018-08-13T18:10:00.000-0700",86
"2018-08-13T18:15:00.000-0700",89
"2018-08-13T18:20:00.000-0700",85
"2018-08-13T18:25:00.000-0700",87
"2018-08-13T18:30:00.000-0700",88
"2018-08-13T18:35:00.000-0700",82
"2018-08-13T18:40:00.000-0700",85
"2018-08-13T18:45:00.000-0700",82
"2018-08-13T18:50:00.000-0700",82
"2018-08-13T18:55:00.000-0700",74
"2018-08-13T19:00:00.000-0700",75
"2018-08-13T19:05:00.000-0700",76
"2018-08-13T19:10:00.000-0700",75
"2018-08-13T19:15:00.000-0700",73
"2018-08-13T19:20:00.000-0700",67
"2018-08-13T19:25:00.000-0700",67
"2018-08-13T19:30:00.000-0700",58
"2018-08-13T19:35:00.000-0700",51
"2018-08-13T19:40:00.000-0700",53
"2018-08-13T19:45:00.000-0700",53
"2018-08-13T19:50:00.000-0700",53
"2018-08-13T19:55:00.000-0700",53
"2018-08-13T20:00:00.000-0700",50
"2018-08-13T20:05:00.000-0700",51
"2018-08-13T20:10:00.000-0700",51
"2018-08-13T20:15:00.000-0700",50
"2018-08-13T20:20:00.000-0700",49
"2018-08-13T20:25:00.000-0700",43
"2018-08-13T20:30:00.000-0700",41
"2018-08-13T20:35:00.000-0700",38
"2018-08-13T20:40:00.000-0700",40
"2018-08-13T20:45:00.000-0700",40
"2018-08-13T20:50:00.000-0700",38
"2018-08-13T20:55:00.000-0700",40
"2018-08-13T21:00:00.000-0700",40
"2018-08-13T21:05:00.000-0700",41
"2018-08-13T21:10:00.000-0700",41
"2018-08-13T21:15:00.000-0700",42
"2018-08-13T21:20:00.000-0700",42
"2018-08-13T21:25:00.000-0700",41
"2018-08-13T21:30:00.000-0700",39
"2018-08-13T21:35:00.000-0700",39
"2018-08-13T21:40:00.000-0700",40
"2018-08-13T21:45:00.000-0700",41
"2018-08-13T21:50:00.000-0700",41
"2018-08-13T21:55:00.000-0700",39
"2018-08-13T22:00:00.000-0700",37
"2018-08-13T22:05:00.000-0700",36
"2018-08-13T22:10:00.000-0700",34
"2018-08-13T22:15:00.000-0700",34
"2018-08-13T22:20:00.000-0700",34
"2018-08-13T22:25:00.000-0700",32
"2018-08-13T22:30:00.000-0700",30
"2018-08-13T22:35:00.000-0700",28
"2018-08-13T22:40:00.000-0700",26
"2018-08-13T22:45:00.000-0700",25
"2018-08-13T22:50:00.000-0700",24
"2018-08-13T22:55:00.000-0700",23
"2018-08-13T23:00:00.000-0700",22
"2018-08-13T23:05:00.000-0700",21
"2018-08-13T23:10:00.000-0700",19
"2018-08-13T23:15:00.000-0700",19
"2018-08-13T23:20:00.000-0700",18
"2018-08-13T23:25:00.000-0700",17
"2018-08-13T23:30:00.000-0700",16
"2018-08-13T23:35:00.000-0700",14
"2018-08-13T23:40:00.000-0700",14
"2018-08-13T23:45:00.000-0700",13
"2018-08-13T23:50:00.000-0700",13
"2018-08-13T23:55:00.000-0700",14
"2018-08-14T00:00:00.000-0700",15
"2018-08-14T00:05:00.000-0700",14
"2018-08-14T00:10:00.000-0700",14
"2018-08-14T00:15:00.000-0700",13
"2018-08-14T00:20:00.000-0700",13
"2018-08-14T00:25:00.000-0700",13
"2018-08-14T00:30:00.000-0700",13
"2018-08-14T00:35:00.000-0700",13
"2018-08-14T00:40:00.000-0700",13
"2018-08-14T00:45:00.000-0700",13
"2018-08-14T00:50:00.000-0700",13
"2018-08-14T00:55:00.000-0700",14
"2018-08-14T01:00:00.000-0700",14
"2018-08-14T01:05:00.000-0700",14
"2018-08-14T01:10:00.000-0700",14
"2018-08-14T01:15:00.000-0700",14
"2018-08-14T01:20:00.000-0700",13
"2018-08-14T01:25:00.000-0700",13
"2018-08-14T01:30:00.000-0700",14
"2018-08-14T01:35:00.000-0700",15
"2018-08-14T01:40:00.000-0700",14
"2018-08-14T01:45:00.000-0700",14
"2018-08-14T01:50:00.000-0700",15
"2018-08-14T01:55:00.000-0700",14
"2018-08-14T02:00:00.000-0700",14
"2018-08-14T02:05:00.000-0700",14
"2018-08-14T02:10:00.000-0700",14
"2018-08-14T02:15:00.000-0700",15
"2018-08-14T02:20:00.000-0700",15
"2018-08-14T02:25:00.000-0700",14
"2018-08-14T02:30:00.000-0700",15
"2018-08-14T02:35:00.000-0700",14
"2018-08-14T02:40:00.000-0700",14
"2018-08-14T02:45:00.000-0700",14
"2018-08-14T02:50:00.000-0700",14
"2018-08-14T02:55:00.000-0700",13
"2018-08-14T03:00:00.000-0700",13
"2018-08-14T03:05:00.000-0700",14
"2018-08-14T03:10:00.000-0700",14
"2018-08-14T03:15:00.000-0700",13
"2018-08-14T03:20:00.000-0700",12
"2018-08-14T03:25:00.000-0700","5.2"
"2018-08-14T03:30:00.000-0700","15.6"
"2018-08-14T03:35:00.000-0700","11.7"
"2018-08-14T03:40:00.000-0700",7
"2018-08-14T03:45:00.000-0700","2.8000000000000007"
"2018-08-14T03:50:00.000-0700","23.8"
"2018-08-14T03:55:00.000-0700","25.2"
"2018-08-14T04:00:00.000-0700","9.8"
"2018-08-14T04:05:00.000-0700",14
"2018-08-14T04:10:00.000-0700",13
"2018-08-14T04:15:00.000-0700",13
"2018-08-14T04:20:00.000-0700",14
"2018-08-14T04:25:00.000-0700",12
"2018-08-14T04:30:00.000-0700",13
"2018-08-14T04:35:00.000-0700",13
"2018-08-14T04:40:00.000-0700",14
"2018-08-14T04:45:00.000-0700",15
"2018-08-14T04:50:00.000-0700",14
"2018-08-14T04:55:00.000-0700",14
"2018-08-14T05:00:00.000-0700",16
"2018-08-14T05:05:00.000-0700",18
"2018-08-14T05:10:00.000-0700",19
"2018-08-14T05:15:00.000-0700",20
"2018-08-14T05:20:00.000-0700",22
"2018-08-14T05:25:00.000-0700",22
"2018-08-14T05:30:00.000-0700",26
"2018-08-14T05:35:00.000-0700",27
"2018-08-14T05:40:00.000-0700",27
"2018-08-14T05:45:00.000-0700",29
"2018-08-14T05:50:00.000-0700",32
"2018-08-14T05:55:00.000-0700",33
"2018-08-14T06:00:00.000-0700",34
"2018-08-14T06:05:00.000-0700",35
"2018-08-14T06:10:00.000-0700",36
"2018-08-14T06:15:00.000-0700",38
"2018-08-14T06:20:00.000-0700",39
"2018-08-14T06:25:00.000-0700",42
"2018-08-14T06:30:00.000-0700",42
"2018-08-14T06:35:00.000-0700","46.2"
"2018-08-14T06:40:00.000-0700","12.899999999999999"
"2018-08-14T06:45:00.000-0700","28.7"
"2018-08-14T06:50:00.000-0700",28
"2018-08-14T06:55:00.000-0700",42
"2018-08-14T07:00:00.000-0700","30.8"
"2018-08-14T07:05:00.000-0700","52.8"
"2018-08-14T07:10:00.000-0700",45
"2018-08-14T07:15:00.000-0700","30.1"
"2018-08-14T07:20:00.000-0700",42
"2018-08-14T07:25:00.000-0700",45
"2018-08-14T07:30:00.000-0700",45
"2018-08-14T07:35:00.000-0700",42
"2018-08-14T07:40:00.000-0700",43
"2018-08-14T07:45:00.000-0700",45
"2018-08-14T07:50:00.000-0700",46
"2018-08-14T07:55:00.000-0700",46
"2018-08-14T08:00:00.000-0700",44
"2018-08-14T08:05:00.000-0700",42
"2018-08-14T08:10:00.000-0700",44
"2018-08-14T08:15:00.000-0700",44
"2018-08-14T08:20:00.000-0700",48
"2018-08-14T08:25:00.000-0700",51
"2018-08-14T08:30:00.000-0700",51
"2018-08-14T08:35:00.000-0700",51
"2018-08-14T08:40:00.000-0700",51
"2018-08-14T08:45:00.000-0700",48
"2018-08-14T08:50:00.000-0700",49
"2018-08-14T08:55:00.000-0700",49
"2018-08-14T09:00:00.000-0700",56
"2018-08-14T09:05:00.000-0700",57
"2018-08-14T09:10:00.000-0700",57
"2018-08-14T09:15:00.000-0700",63
"2018-08-14T09:20:00.000-0700",68
"2018-08-14T09:25:00.000-0700",70
"2018-08-14T09:30:00.000-0700",71
"2018-08-14T09:35:00.000-0700",74
"2018-08-14T09:40:00.000-0700",78
"2018-08-14T09:45:00.000-0700",83
"2018-08-14T09:50:00.000-0700",93
"2018-08-14T09:55:00.000-0700",89
"2018-08-14T10:00:00.000-0700",94
"2018-08-14T10:05:00.000-0700",93
"2018-08-14T10:10:00.000-0700",93
"2018-08-14T10:15:00.000-0700",100
"2018-08-14T10:20:00.000-0700",102
"2018-08-14T10:25:00.000-0700",102
"2018-08-14T10:30:00.000-0700",110
"2018-08-14T10:35:00.000-0700",109
"2018-08-14T10:40:00.000-0700",113
"2018-08-14T10:45:00.000-0700",112
"2018-08-14T10:50:00.000-0700",120
"2018-08-14T10:55:00.000-0700",118
"2018-08-14T11:00:00.000-0700",117
"2018-08-14T11:05:00.000-0700",115
"2018-08-14T11:10:00.000-0700",117
"2018-08-14T11:15:00.000-0700",120
"2018-08-14T11:20:00.000-0700",119
"2018-08-14T11:25:00.000-0700",123
"2018-08-14T11:30:00.000-0700",126
"2018-08-14T11:35:00.000-0700",130
"2018-08-14T11:40:00.000-0700",132
"2018-08-14T11:45:00.000-0700",131
"2018-08-14T11:50:00.000-0700",130
"2018-08-14T11:55:00.000-0700",129
"2018-08-14T12:00:00.000-0700",123
"2018-08-14T12:05:00.000-0700",125
"2018-08-14T12:10:00.000-0700",124
"2018-08-14T12:15:00.000-0700",117
"2018-08-14T12:20:00.000-0700",119
"2018-08-14T12:25:00.000-0700",114
"2018-08-14T12:30:00.000-0700",113
"2018-08-14T12:35:00.000-0700",108
"2018-08-14T12:40:00.000-0700",109
"2018-08-14T12:45:00.000-0700",106
"2018-08-14T12:50:00.000-0700",105
"2018-08-14T12:55:00.000-0700",107
"2018-08-14T13:00:00.000-0700",103
"2018-08-14T13:05:00.000-0700","122.4"
"2018-08-14T13:10:00.000-0700","83.2"
"2018-08-14T13:15:00.000-0700","19.599999999999994"
"2018-08-14T13:20:00.000-0700","103.2"
"2018-08-14T13:25:00.000-0700","104.5"
"2018-08-14T13:30:00.000-0700","150.4"
"2018-08-14T13:35:00.000-0700","90.9"
"2018-08-14T13:40:00.000-0700","20.799999999999997"
"2018-08-14T13:45:00.000-0700","192.1"
"2018-08-14T13:50:00.000-0700",111
"2018-08-14T13:55:00.000-0700",116
"2018-08-14T14:00:00.000-0700",120
"2018-08-14T14:05:00.000-0700",116
"2018-08-14T14:10:00.000-0700",121
"2018-08-14T14:15:00.000-0700",118
"2018-08-14T14:20:00.000-0700",121
"2018-08-14T14:25:00.000-0700",125
"2018-08-14T14:30:00.000-0700",128
"2018-08-14T14:35:00.000-0700",128
"2018-08-14T14:40:00.000-0700",131
"2018-08-14T14:45:00.000-0700",136
"2018-08-14T14:50:00.000-0700",134
"2018-08-14T14:55:00.000-0700",125
"2018-08-14T15:00:00.000-0700",125
"2018-08-14T15:05:00.000-0700",124
"2018-08-14T15:10:00.000-0700",115
"2018-08-14T15:15:00.000-0700",114
"2018-08-14T15:20:00.000-0700",105
"2018-08-14T15:25:00.000-0700",109
"2018-08-14T15:30:00.000-0700",102
"2018-08-14T15:35:00.000-0700",107
"2018-08-14T15:40:00.000-0700",105
"2018-08-14T15:45:00.000-0700",100
"2018-08-14T15:50:00.000-0700",103
"2018-08-14T15:55:00.000-0700",101
"2018-08-14T16:00:00.000-0700",105
"2018-08-14T16:05:00.000-0700",104
"2018-08-14T16:10:00.000-0700",102
"2018-08-14T16:15:00.000-0700",105
"2018-08-14T16:20:00.000-0700","76.3"
"2018-08-14T16:25:00.000-0700",106
"2018-08-14T16:30:00.000-0700",104
"2018-08-14T16:35:00.000-0700","116.6"
"2018-08-14T16:40:00.000-0700","117.7"
"2018-08-14T16:45:00.000-0700","140.4"
"2018-08-14T16:50:00.000-0700","43.2"
"2018-08-14T16:55:00.000-0700","99.9"
"2018-08-14T17:00:00.000-0700","165.2"
"2018-08-14T17:05:00.000-0700",119
"2018-08-14T17:10:00.000-0700",111
"2018-08-14T17:15:00.000-0700",116
"2018-08-14T17:20:00.000-0700",116
"2018-08-14T17:25:00.000-0700",115
"2018-08-14T17:30:00.000-0700",118
"2018-08-14T17:35:00.000-0700",115
"2018-08-14T17:40:00.000-0700",114
"2018-08-14T17:45:00.000-0700",110
"2018-08-14T17:50:00.000-0700",110
"2018-08-14T17:55:00.000-0700",114
"2018-08-14T18:00:00.000-0700",107
"2018-08-14T18:05:00.000-0700",100
"2018-08-14T18:10:00.000-0700",99
"2018-08-14T18:15:00.000-0700",95
"2018-08-14T18:20:00.000-0700",92
"2018-08-14T18:25:00.000-0700",92
"2018-08-14T18:30:00.000-0700",90
"2018-08-14T18:35:00.000-0700",90
"2018-08-14T18:40:00.000-0700",89
"2018-08-14T18:45:00.000-0700",83
"2018-08-14T18:50:00.000-0700",85
"2018-08-14T18:55:00.000-0700",85
"2018-08-14T19:00:00.000-0700",78
"2018-08-14T19:05:00.000-0700",72
"2018-08-14T19:10:00.000-0700",69
"2018-08-14T19:15:00.000-0700",67
"2018-08-14T19:20:00.000-0700",68
"2018-08-14T19:25:00.000-0700",69
"2018-08-14T19:30:00.000-0700",69
"2018-08-14T19:35:00.000-0700",64
"2018-08-14T19:40:00.000-0700",55
"2018-08-14T19:45:00.000-0700",54
"2018-08-14T19:50:00.000-0700",55
"2018-08-14T19:55:00.000-0700",51
"2018-08-14T20:00:00.000-0700",52
"2018-08-14T20:05:00.000-0700",52
"2018-08-14T20:10:00.000-0700",51
"2018-08-14T20:15:00.000-0700",52
"2018-08-14T20:20:00.000-0700",51
"2018-08-14T20:25:00.000-0700",46
"2018-08-14T20:30:00.000-0700",45
"2018-08-14T20:35:00.000-0700",43
"2018-08-14T20:40:00.000-0700",45
"2018-08-14T20:45:00.000-0700",45
"2018-08-14T20:50:00.000-0700",43
"2018-08-14T20:55:00.000-0700",43
"2018-08-14T21:00:00.000-0700",43
"2018-08-14T21:05:00.000-0700",43
"2018-08-14T21:10:00.000-0700",39
"2018-08-14T21:15:00.000-0700",39
"2018-08-14T21:20:00.000-0700",39
"2018-08-14T21:25:00.000-0700",40
"2018-08-14T21:30:00.000-0700",39
"2018-08-14T21:35:00.000-0700",38
"2018-08-14T21:40:00.000-0700",39
"2018-08-14T21:45:00.000-0700",37
"2018-08-14T21:50:00.000-0700",37
"2018-08-14T21:55:00.000-0700",36
"2018-08-14T22:00:00.000-0700",34
"2018-08-14T22:05:00.000-0700",33
"2018-08-14T22:10:00.000-0700",33
"2018-08-14T22:15:00.000-0700",31
"2018-08-14T22:20:00.000-0700",28
"2018-08-14T22:25:00.000-0700",25
"2018-08-14T22:30:00.000-0700",25
"2018-08-14T22:35:00.000-0700",26
"2018-08-14T22:40:00.000-0700",25
"2018-08-14T22:45:00.000-0700",24
"2018-08-14T22:50:00.000-0700",23
"2018-08-14T22:55:00.000-0700",22
"2018-08-14T23:00:00.000-0700",21
"2018-08-14T23:05:00.000-0700",19
"2018-08-14T23:10:00.000-0700",18
"2018-08-14T23:15:00.000-0700",18
"2018-08-14T23:20:00.000-0700","23.8"
"2018-08-14T23:25:00.000-0700",9
"2018-08-14T23:30:00.000-0700","22.5"
"2018-08-14T23:35:00.000-0700","9.1"
"2018-08-14T23:40:00.000-0700","10.4"
"2018-08-14T23:45:00.000-0700",14
"2018-08-14T23:50:00.000-0700","12.6"
"2018-08-14T23:55:00.000-0700","19.6"
"2018-08-15T00:00:00.000-0700",15
"2018-08-15T00:05:00.000-0700",16
"2018-08-15T00:10:00.000-0700",15
"2018-08-15T00:15:00.000-0700",16
"2018-08-15T00:20:00.000-0700",15
"2018-08-15T00:25:00.000-0700",14
"2018-08-15T00:30:00.000-0700",15
"2018-08-15T00:35:00.000-0700",14
"2018-08-15T00:40:00.000-0700",14
"2018-08-15T00:45:00.000-0700",14
"2018-08-15T00:50:00.000-0700",14
"2018-08-15T00:55:00.000-0700",15
"2018-08-15T01:00:00.000-0700",15
"2018-08-15T01:05:00.000-0700",14
"2018-08-15T01:10:00.000-0700",14
"2018-08-15T01:15:00.000-0700",13
"2018-08-15T01:20:00.000-0700",14
"2018-08-15T01:25:00.000-0700",14
"2018-08-15T01:30:00.000-0700",13
"2018-08-15T01:35:00.000-0700","2.5999999999999996"
"2018-08-15T01:40:00.000-0700",12
"2018-08-15T01:45:00.000-0700","4.8"
"2018-08-15T01:50:00.000-0700","20.4"
"2018-08-15T01:55:00.000-0700","19.5"
"2018-08-15T02:00:00.000-0700","2.4000000000000004"
"2018-08-15T02:05:00.000-0700",12
"2018-08-15T02:10:00.000-0700","8.4"
"2018-08-15T02:15:00.000-0700","13.2"
"2018-08-15T02:20:00.000-0700",12
"2018-08-15T02:25:00.000-0700",12
"2018-08-15T02:30:00.000-0700",6
"2018-08-15T02:35:00.000-0700","7.2"
"2018-08-15T02:40:00.000-0700","14.4"
"2018-08-15T02:45:00.000-0700","3.5999999999999996"
"2018-08-15T02:50:00.000-0700","16.9"
"2018-08-15T02:55:00.000-0700","11.7"
"2018-08-15T03:00:00.000-0700","16.9"
"2018-08-15T03:05:00.000-0700","9.1"
"2018-08-15T03:10:00.000-0700","16.9"
"2018-08-15T03:15:00.000-0700",13
"2018-08-15T03:20:00.000-0700",13
"2018-08-15T03:25:00.000-0700",13
"2018-08-15T03:30:00.000-0700",13
"2018-08-15T03:35:00.000-0700",13
"2018-08-15T03:40:00.000-0700",14
"2018-08-15T03:45:00.000-0700",13
"2018-08-15T03:50:00.000-0700",12
"2018-08-15T03:55:00.000-0700",12
"2018-08-15T04:00:00.000-0700","15.6"
"2018-08-15T04:05:00.000-0700","2.1999999999999993"
"2018-08-15T04:10:00.000-0700","13.2"
"2018-08-15T04:15:00.000-0700","15.4"
"2018-08-15T04:20:00.000-0700","10.8"
"2018-08-15T04:25:00.000-0700","7.7"
"2018-08-15T04:30:00.000-0700",11
"2018-08-15T04:35:00.000-0700",11
"2018-08-15T04:40:00.000-0700","12.1"
"2018-08-15T04:45:00.000-0700",12
"2018-08-15T04:50:00.000-0700",12
"2018-08-15T04:55:00.000-0700",12
"2018-08-15T05:00:00.000-0700",12
"2018-08-15T05:05:00.000-0700",14
"2018-08-15T05:10:00.000-0700",15
"2018-08-15T05:15:00.000-0700",17
"2018-08-15T05:20:00.000-0700",18
"2018-08-15T05:25:00.000-0700",19
"2018-08-15T05:30:00.000-0700",20
"2018-08-15T05:35:00.000-0700",22
"2018-08-15T05:40:00.000-0700",23
"2018-08-15T05:45:00.000-0700",26
"2018-08-15T05:50:00.000-0700",26
"2018-08-15T05:55:00.000-0700",26
"2018-08-15T06:00:00.000-0700",26
"2018-08-15T06:05:00.000-0700","48.6"
"2018-08-15T06:10:00.000-0700","20.3"
"2018-08-15T06:15:00.000-0700",31
"2018-08-15T06:20:00.000-0700","42.9"
"2018-08-15T06:25:00.000-0700","35.2"
"2018-08-15T06:30:00.000-0700","47.6"
"2018-08-15T06:35:00.000-0700","64.8"
"2018-08-15T06:40:00.000-0700","7.399999999999999"
"2018-08-15T06:45:00.000-0700",38
"2018-08-15T06:50:00.000-0700",36
"2018-08-15T06:55:00.000-0700",36
"2018-08-15T07:00:00.000-0700",35
"2018-08-15T07:05:00.000-0700",35
"2018-08-15T07:10:00.000-0700",38
"2018-08-15T07:15:00.000-0700",39
"2018-08-15T07:20:00.000-0700",38
"2018-08-15T07:25:00.000-0700",41
"2018-08-15T07:30:00.000-0700",41
"2018-08-15T07:35:00.000-0700","16.8"
"2018-08-15T07:40:00.000-0700","37.8"
"2018-08-15T07:45:00.000-0700","79.2"
"2018-08-15T07:50:00.000-0700","23.5"
"2018-08-15T07:55:00.000-0700","51.7"
"2018-08-15T08:00:00.000-0700","42.3"
"2018-08-15T08:05:00.000-0700",47
"2018-08-15T08:10:00.000-0700","9.600000000000001"
"2018-08-15T08:15:00.000-0700",49
"2018-08-15T08:20:00.000-0700","68.6"
"2018-08-15T08:25:00.000-0700",52
"2018-08-15T08:30:00.000-0700","70.2"
"2018-08-15T08:35:00.000-0700",55
"2018-08-15T08:40:00.000-0700",57
"2018-08-15T08:45:00.000-0700",59
"2018-08-15T08:50:00.000-0700",60
"2018-08-15T08:55:00.000-0700",57
"2018-08-15T09:00:00.000-0700",64
"2018-08-15T09:05:00.000-0700",69
"2018-08-15T09:10:00.000-0700",73
"2018-08-15T09:15:00.000-0700",73
"2018-08-15T09:20:00.000-0700",81
"2018-08-15T09:25:00.000-0700",86
"2018-08-15T09:30:00.000-0700",90
"2018-08-15T09:35:00.000-0700",88
"2018-08-15T09:40:00.000-0700",88
"2018-08-15T09:45:00.000-0700",92
"2018-08-15T09:50:00.000-0700",97
"2018-08-15T09:55:00.000-0700",99
"2018-08-15T10:00:00.000-0700",104
"2018-08-15T10:05:00.000-0700",103
"2018-08-15T10:10:00.000-0700",101
"2018-08-15T10:15:00.000-0700",106
"2018-08-15T10:20:00.000-0700",106
"2018-08-15T10:25:00.000-0700",105
"2018-08-15T10:30:00.000-0700",104
"2018-08-15T10:35:00.000-0700",104
"2018-08-15T10:40:00.000-0700",110
"2018-08-15T10:45:00.000-0700",107
"2018-08-15T10:50:00.000-0700",104
"2018-08-15T10:55:00.000-0700",100
"2018-08-15T11:00:00.000-0700",104
"2018-08-15T11:05:00.000-0700",98
"2018-08-15T11:10:00.000-0700",97
"2018-08-15T11:15:00.000-0700",98
"2018-08-15T11:20:00.000-0700","183.6"
"2018-08-15T11:25:00.000-0700",156
"2018-08-15T11:30:00.000-0700","53.5"
"2018-08-15T11:35:00.000-0700",63
"2018-08-15T11:40:00.000-0700","51.5"
"2018-08-15T11:45:00.000-0700",99
"2018-08-15T11:50:00.000-0700","62.4"
"2018-08-15T11:55:00.000-0700",121
"2018-08-15T12:00:00.000-0700","136.5"
"2018-08-15T12:05:00.000-0700",107
"2018-08-15T12:10:00.000-0700",108
"2018-08-15T12:15:00.000-0700",116
"2018-08-15T12:20:00.000-0700",120
"2018-08-15T12:25:00.000-0700",119
"2018-08-15T12:30:00.000-0700",121
"2018-08-15T12:35:00.000-0700",119
"2018-08-15T12:40:00.000-0700",120
"2018-08-15T12:45:00.000-0700",124
"2018-08-15T12:50:00.000-0700",127
"2018-08-15T12:55:00.000-0700",129
"2018-08-15T13:00:00.000-0700",130
"2018-08-15T13:05:00.000-0700",127
"2018-08-15T13:10:00.000-0700",133
"2018-08-15T13:15:00.000-0700",132
"2018-08-15T13:20:00.000-0700",131
"2018-08-15T13:25:00.000-0700",136
"2018-08-15T13:30:00.000-0700",135
"2018-08-15T13:35:00.000-0700","211.5"
"2018-08-15T13:40:00.000-0700","40.8"
"2018-08-15T13:45:00.000-0700",196
"2018-08-15T13:50:00.000-0700","54.400000000000006"
"2018-08-15T13:55:00.000-0700",137
"2018-08-15T14:00:00.000-0700",132
"2018-08-15T14:05:00.000-0700",134
"2018-08-15T14:10:00.000-0700","39.3"
"2018-08-15T14:15:00.000-0700","26.200000000000003"
"2018-08-15T14:20:00.000-0700",133
"2018-08-15T14:25:00.000-0700",140
"2018-08-15T14:30:00.000-0700",131
"2018-08-15T14:35:00.000-0700",132
"2018-08-15T14:40:00.000-0700",136
"2018-08-15T14:45:00.000-0700",134
"2018-08-15T14:50:00.000-0700",132
"2018-08-15T14:55:00.000-0700",129
"2018-08-15T15:00:00.000-0700",128
"2018-08-15T15:05:00.000-0700",127
"2018-08-15T15:10:00.000-0700",122
"2018-08-15T15:15:00.000-0700",121
"2018-08-15T15:20:00.000-0700",114
"2018-08-15T15:25:00.000-0700",115
"2018-08-15T15:30:00.000-0700",115
"2018-08-15T15:35:00.000-0700",125
"2018-08-15T15:40:00.000-0700",122
"2018-08-15T15:45:00.000-0700",124
"2018-08-15T15:50:00.000-0700",118
"2018-08-15T15:55:00.000-0700",114
"2018-08-15T16:00:00.000-0700",114
"2018-08-15T16:05:00.000-0700",115
"2018-08-15T16:10:00.000-0700",120
"2018-08-15T16:15:00.000-0700",121
"2018-08-15T16:20:00.000-0700",114
"2018-08-15T16:25:00.000-0700",109
"2018-08-15T16:30:00.000-0700",110
"2018-08-15T16:35:00.000-0700",117
"2018-08-15T16:40:00.000-0700",119
"2018-08-15T16:45:00.000-0700",120
"2018-08-15T16:50:00.000-0700",125
"2018-08-15T16:55:00.000-0700",128
"2018-08-15T17:00:00.000-0700",134
"2018-08-15T17:05:00.000-0700",131
"2018-08-15T17:10:00.000-0700",130
"2018-08-15T17:15:00.000-0700",128
"2018-08-15T17:20:00.000-0700",121
"2018-08-15T17:25:00.000-0700",123
"2018-08-15T17:30:00.000-0700",123
"2018-08-15T17:35:00.000-0700",123
"2018-08-15T17:40:00.000-0700",125
"2018-08-15T17:45:00.000-0700",128
"2018-08-15T17:50:00.000-0700",125
"2018-08-15T17:55:00.000-0700",115
"2018-08-15T18:00:00.000-0700",116
"2018-08-15T18:05:00.000-0700",116
"2018-08-15T18:10:00.000-0700",113
"2018-08-15T18:15:00.000-0700",109
"2018-08-15T18:20:00.000-0700",105
"2018-08-15T18:25:00.000-0700",97
"2018-08-15T18:30:00.000-0700",90
"2018-08-15T18:35:00.000-0700",83
"2018-08-15T18:40:00.000-0700",82
"2018-08-15T18:45:00.000-0700",75
"2018-08-15T18:50:00.000-0700",76
"2018-08-15T18:55:00.000-0700",73
"2018-08-15T19:00:00.000-0700",72
"2018-08-15T19:05:00.000-0700",72
"2018-08-15T19:10:00.000-0700",73
"2018-08-15T19:15:00.000-0700",68
"2018-08-15T19:20:00.000-0700",66
"2018-08-15T19:25:00.000-0700",69
"2018-08-15T19:30:00.000-0700",62
"2018-08-15T19:35:00.000-0700",61
"2018-08-15T19:40:00.000-0700","44.8"
"2018-08-15T19:45:00.000-0700","70.2"
"2018-08-15T19:50:00.000-0700",84
"2018-08-15T19:55:00.000-0700",42
"2018-08-15T20:00:00.000-0700",58
"2018-08-15T20:05:00.000-0700",99
"2018-08-15T20:10:00.000-0700","33.6"
"2018-08-15T20:15:00.000-0700","44.8"
"2018-08-15T20:20:00.000-0700","45.6"
"2018-08-15T20:25:00.000-0700",56
"2018-08-15T20:30:00.000-0700",56
"2018-08-15T20:35:00.000-0700",54
"2018-08-15T20:40:00.000-0700",53
"2018-08-15T20:45:00.000-0700",50
"2018-08-15T20:50:00.000-0700",49
"2018-08-15T20:55:00.000-0700",47
